primaryName,knownForTitles,averageRating
Alex Datcher,"The Expert, Star Trek: The Next Generation, 18 Wheels of Justice, Passenger 57, ",5.9
Keith David,"Tombstone, ",7.08
Eileen Davidson,"The Young and the Restless, The House on Sorority Row, Days of Our Lives, Goin' All the Way!, ",6
Jack Davidson,"Cyclone, ",6.3
James Davidson,,3.8
Tommy Davidson,,5.05
Alison Elliott,"Break Point, Home Before Midnight, The World Is Full of Married Men, The Martian Chronicles, ",7
Cynthia Davis,,7.2
Gene Davis,,6.3
Jeff Davis,"Return to Innocence, Devils Moon, The Rick, The Trip, ",6.4
Mac Davis,"Lawn Dogs, ",5.6
Rochelle Davis,"The Crow, ",7.6
Sammi Davis,"Eragon, Alien vs. Predator, Resident Evil, ",6.8
Tom Davis,"The Apostle, ",4.9
William B. Davis,"Stargate SG-1, The X Files, The Dead Zone, The X-Files, ",7
Annette Day,"Dee Time, Double Trouble, Juke Box Jury, ",5.3
Morris Day,"Jay and Silent Bob Strike Back, Forgetting Sarah Marshall, The Adventures of Ford Fairlane, Purple Rain, ",6.6
Kim De Angelo,"Six-String Samurai, ",6.7
Brenda de Banzie,"Hobson's Choice, The Man Who Knew Too Much, As Long as They're Happy, The Pink Panther, ",7.5
Nicole de Boer,"Prom Night IV: Deliver Us from Evil, Star Trek: Deep Space Nine, The Dead Zone, Cube, ",7.2
Lex De Bruijn,"La Chinoise, Weekend, ",7.2
Peppino De Filippo,"Toto, Peppino, and the Hussy, Policarpo, TotÃ², Peppino e i fuorilegge, Variety Lights, ",6.6
Hal De Forest,"The Marble Heart, Tangled Lives, A Daughter of the Gods, A Stage Romance, ",7.1
Consuelo De Haviland,"Alias Betty, The Unbearable Lightness of Being, Betty Blue, Let Sleeping Cops Lie, ",7.4
Marc de Jonge,"Rambo III, Marie de Nazareth, Empire of the Sun, La rÃ©volution franÃ§aise, ",5.8
Maria de Medeiros,"Midsummer Madness, Pulp Fiction, AdÃ£o e Eva, April Captains, ",6.3
Josse De Pauw,"Zwarte sneeuw, Everybody's Famous!, Just Friends, Crazy Love, ",6.9
Cathryn de Prume,,4.7
Robert Deacon,"Tollbooth, Planet Ibsen, Wild Things, Missing: Reward, ",5.2
Lucy Deakins,"The Boy Who Could Fly, The Great Outdoors, Little Nikita, Law & Order, ",6.166666667
Allison Dean,"Speed 2: Cruise Control, Tears of the Sun, Coming to America, Alias, ",7
Jack Dean,,6.6
Laura Dean,"Soup for One, Chicago, Fame, Friends, ",6.6
Rick Dean,"Tales from the Hood, Raven's Ridge, The Unborn, Stripteaser, ",5.2
Ron Dean,"The Dark Knight, Above the Law, The Fugitive, The Breakfast Club, ",6
Lezlie Deane,"Dynasty, Plump Fiction, Freddy's Dead: The Final Nightmare, Midnight Ride, ",4.9
Justin Deas,"As the World Turns, Santa Barbara, Guiding Light, Polycarp, ",4.8
Eddie Deezen,"Grease, The Polar Express, Grease 2, WarGames, ",6.1
Frank DeKova,"The Ten Commandments, Atlantis: The Lost Continent, Follow That Dream, F Troop, ",6.6
Duilio Del Prete,"Nel mondo di Alice, Daisy Miller, At Long Last Love, My Friends, ",4.9
Suzy Delair,"Quai des OrfÃ¨vres, The Murderer Lives at Number 21, The Last One of the Six, The Mad Adventures of Rabbi Jacob, ",7.7
Nathalie Delon,"Le SamouraÃ¯, Frantic, Le moine, They Call It an Accident, ",8.1
Richard DeManincor,"The Evil Dead, Crimewave, ",7.5
Jeffrey DeMunn,"The Green Mile, The X Files, The Mist, The Hitcher, ",6.9
Barry Dennen,"Fiddler on the Roof, Metal Gear Solid 2: Sons of Liberty, Jesus Christ Superstar, The Dark Crystal, ",7.4
Charles Denner,"The Bride Wore Black, The Man Who Loved Women, Z, Si c'Ã©tait Ã  refaire, ",7.3
Richard Denning,"Frost in May, Mary, Queen of Scots, The Two of Us, BBC2 Playhouse, ",7
Kassie Wesley DePaiva,"General Hospital, One Life to Live, Days of Our Lives, Evil Dead II, ",7.8
Cleavant Derricks,"Sliders, Moscow on the Hudson, Thea, Dreamgirls, ",6.5
Michael Des Barres,"The Man from Elysian Fields, NCIS, ",4.2
Stefan DeSalle,"Necessary Parties, Russkies, ",5.6
Anthony DeSando,"Out for Justice, Party Girl, A Guide to Recognizing Your Saints, New Jack City, ",6.6
Rosanna DeSoto,"Stand and Deliver, Star Trek VI: The Undiscovered Country, La Bamba, The In-Laws, ",6.5
Despo Diamantidou,"Love and Death, Topkapi, Madalena, The Girl of the Neighbourhood, ",7.3
Natalie Desselle Reid,"Set It Off, How to Be a Player, B*A*P*S, ",5.066666667
Maruschka Detmers,"La pirate, Maternal Love, First Name: Carmen, Via Mala, ",5.8
Elke Deuringer,"Intimate Teenager, Has Anybody Seen My Pants?, Teenage Playmates, Der Ostfriesen-Report, ",4.2
Chunibala Devi,"Pather Panchali, Rikta, Bigraha, ",8.6
Andy Devine,"TV Burp, Queer as Folk, Emmerdale, Coronation Street, ",7.9
George Devine,"Tom Jones, Twelfth Night, The Beggar's Opera, Continental Express, ",6.5
Loretta Devine,"Grey's Anatomy, Crash, Waiting to Exhale, Boston Public, ",5.9
Eru Potaka Dewes,"What Becomes of the Broken Hearted?, Rapa Nui, The Maori Merchant of Venice, The Piano, ",6.4
Colleen Dewhurst,"Anne of Green Gables, Anne of Avonlea, The Cowboys, The Dead Zone, ",7.4
Bobby Di Cicco,"I Wanna Hold Your Hand, The Philadelphia Experiment, The Big Red One, 1941, ",7.2
Alberto Di Stasio,"The Monster of Florence, Heaven, Il tempo del ritorno, ",5.8
Illana Diamant,"Double Team, No Place to Hide, Army of One, ",5.6
Kirby Dick,"Derrida, Sick: The Life & Death of Bob Flanagan, Supermasochist, ",7.5
Kim Dickens,"Hollow Man, Deadwood, Thank You for Smoking, ",6.9
George Dickerson,"After Dark, My Sweet, Blue Velvet, Death Warrant, American Playhouse, ",5.7
Neil Dickson,,5.7
Bradford Dillman,"Escape from the Planet of the Apes, Sudden Impact, Compulsion, The Enforcer, ",6.671428571
Melinda Dillon,"Harry and the Hendersons, Magnolia, Close Encounters of the Third Kind, A Christmas Story, ",7.255555556
John Dullaghan,"Is There Sex After Marriage, Apollo 13, Kalifornia, Battlestar Galactica, ",5.5
Ernie Dingo,"Blue Heelers, Until the End of the World, Crocodile Dundee II, ",5.6
Gheorghe Dinica,"The Famous Paparazzo, Patul conjugal, Prin cenusa imperiului, Felix si Otilia, ",8.5
Omar Diop,"La Chinoise, Weekend, ",7.2
Andrew Divoff,"Toy Soldiers, Air Force One, Another 48 Hrs., Wishmaster, ",5.766666667
Peter Dobson,"Forrest Gump, The Frighteners, Drowning Mona, ",7.05
John Doe,,6.5
Michael Dolan,"Private Lives of Bodybuilders, ",6.7
Solveig Dommartin,"Wings of Desire, It Would Only Take a Bridge, Faraway, So Close!, Until the End of the World, ",8
James Donadio,"The Blind Side, Gordy, ",3.8
Martin Donovan,"Insomnia, Weeds, ",6.466666667
Terence Donovan,"Yellow Dog, ",7.3
Alison Doody,"Major League II, A View to a Kill, Taffin, Indiana Jones and the Last Crusade, ",8.2
Paul Dooley,"Sixteen Candles, Hairspray, Popeye, Breaking Away, ",7.4
Karin Dor,"Topaz, Winnetou: The Red Gentleman, You Only Live Twice, Die Nibelungen, Teil 1 - Siegfried, ",6.3
Sarah Rowland Doroff,"H.E.L.P., Three Fugitives, Law & Order, ",6.2
Bobbi Dorsch,"A Polish Vampire in Burbank, Magnum, P.I., ",5
Roy Dotrice,"The Cutting Edge, Beauty and the Beast, Amadeus, Hellboy II: The Golden Army, ",7.95
Doug E. Doug,"Cosby, Shark Tale, Eight Legged Freaks, Cool Runnings, ",6.9
Sarah Douglas,"Hollywood Off-Ramp, Fifteen, ",5.26
Suzzanne Douglas,"Jason's Lyric, School of Rock, Tap, ",6.5
Marie-Laure Dougnac,"Le champignon de la honte, Delicatessen, Au petit Marguery, ",7.6
Ned Dowd,"Slap Shot, The Last of the Mohicans, The Count of Monte Cristo, Apocalypto, ",7
Brian Doyle-Murray,"Ghostbusters II, National Lampoon's Christmas Vacation, JFK, Caddyshack, ",4.85
Billy Drago,"Charmed, The Hills Have Eyes, The Untouchables, Delta Force 2: The Colombian Connection, ",4.8
Larry Drake,"Dr. Giggles, L.A. Law, Darkman, The Karate Kid, ",5.6
Polly Draper,"The Naked Brothers Band, The Naked Brothers Band: The Movie, Thirtysomething, ",5.6
Lieux Dressler,"General Hospital, Point of No Return, Police Woman, Truck Stop Women, ",5.8
Jean-Claude Dreyfus,"Fitzcarraldo, Delicatessen, The City of Lost Children, A Very Long Engagement, ",7.6
Bobby Driscoll,"Peter Pan, Treasure Island, Song of the South, The Window, ",7.3
Joanne Dru,"3 Ring Circus, All the King's Men, Red River, She Wore a Yellow Ribbon, ",7.55
Jack Drummond,"Killer of Sheep, ",7.3
Alexandra Duah,"Sankofa, Ama, African Timber, ",6.9
Dennis Dugan,"You Don't Mess with the Zohan, Happy Gilmore, Big Daddy, Richie Brockelman, Private Eye, ",6.6
Dennis Dun,"Big Trouble in Little China, Year of the Dragon, Prince of Darkness, The Last Emperor, ",7.3
Kevin Dunn,"WWE SmackDown Live, ",6.6
Lisa Dunsheath,"The Prowler, A Little Sex, The Hitchhiker, Eddie Macon's Run, ",5.6
Phuong Duong,"Squeeze, Man of a Thousand Faces, ",6.2
Paris DuprÃ©e,"Paris Is Burning, ",8.2
Giustino Durano,"David Copperfield, Life Is Beautiful, The Queen of the Pirates, Fate un bel sorriso, ",8.6
Marc Duret,"The Big Blue, La Femme Nikita, La Haine, ",7.3
Shevonne Durkin,"Leprechaun 2, Dead at 21, Tammy and the T-Rex, Ghost in the Machine, ",4.6
Dick Durock,"Die Hard with a Vengeance, The Enforcer, Swamp Thing, Stand by Me, ",4.6
AndrÃ© Dussollier,"Tell No One, AmÃ©lie, A Very Long Engagement, ",7.1
Ann Dvorak,"The Case of the Stuttering Bishop, Three on a Match, 'G' Men, Scarface, ",7.8
Peter Dvorsky,"Barbarians at the Gate, Videodrome, The Dead Zone, Casual Sex?, ",7.3
Cameron Dye,"Joy of Sex, The Last Starfighter, Valley Girl, Men at Work, ",5.2
Richard Dysart,"Pale Rider, The Thing, Being There, Back to the Future Part III, ",5.5
Tommy Dysart,"Against the Wind, Prisoner, Ground Zero, The Man from Snowy River, ",7.3
Mike Dytri,"Life Is Nice, The Living End, I'm the Elephant, U Are the Mouse, ",6.5
Guillermo DÃ­az,,6.65
Elizabeth Earl,"All the Little Animals, FairyTale: A True Story, Ever After: A Cinderella Story, Mansfield Park, ",6.4
Jeff East,"Huckleberry Finn, Pumpkinhead, Superman, Tom Sawyer, ",6.2
Leslie Easterbrook,"Laverne & Shirley, The Devil's Rejects, Police Academy, ",4.48
Marilyn Eastman,"Santa Claws, Perry Mason, Night of the Living Dead, Houseguest, ",7.9
Rodney Eastman,"Deadly Weapon, A Nightmare on Elm Street 4: The Dream Master, A Nightmare on Elm Street 3: Dream Warriors, ",5.9
Shirley Eaton,"Carry on Nurse, Goldfinger, Ten Little Indians, The Million Eyes of Sumuru, ",7.7
Andrea Eckert,"Kommissar Rex, Women Don't Lie, Before Sunrise, ",8.1
Herb Edelman,"The Odd Couple, Barefoot in the Park, The Golden Girls, California Suite, ",7.7
Allan Edwall,"Fanny and Alexander, Ronja Robbersdaughter, Ã…ke och hans vÃ¤rld, Emil and the Piglet, ",8.1
Marion Edward,"Homicide, The Wild Duck, Road Games, Snake Gully with Dad and Dave, ",6.6
Gail Edwards,"Get Crazy, Full House, It's a Living, Amazing Stories, ",6.8
Luke Edwards,"Little Big League, Jeepers Creepers 2, Newsies, The Wizard, ",6.1
Vince Edwards,"The Killing, Ben Casey, Murder by Contract, Motorama, ",4.8
Richard Egan,"The Gathering, Cimarron Strip, Hawaii Five-O, The Brotherhood of the Bell, ",6.2
Susan Egan,"Spirited Away, Hercules, Man of the Century, ",7.3
MÃ¡rtha Eggerth,"Das Hofkonzert, La chanson du souvenir, Addio MimÃ­!, For Me and My Gal, ",7.1
Ike Eisenmann,"Star Trek II: The Wrath of Khan, Escape to Witch Mountain, Powder, ",5.9
Debra Eisenstadt,"Daydream Believer, ",6.7
Nicholas Kadi,"Navy Seals, Dr. Dolittle 2, Quest for Fire, George of the Jungle, ",7.3
Ron Eldard,"Sleepers, Deep Impact, Black Hawk Down, ",6.8
Florence Eldridge,"Inherit the Wind, Mary of Scotland, Les MisÃ©rables, Christopher Columbus, ",6.3
Karra Elejalde,"La madre muerta, Timecrimes, ",6.6
Michael Elgart,"Permanent Record, ",6.4
Christine Elise,"Beverly Hills, 90210, ER, Child's Play 2, ",5.8
Kimberly Elise,"John Q, The Manchurian Candidate, Diary of a Mad Black Woman, ",6.9
Elizabeth of Toro,"Sheena: Queen of the Jungle, Things Fall Apart, ",4.9
Peter Ellenstein,"Off the Minnesota Strip, The Last American Virgin, Weekend Pass, Better Off Dead..., ",3.9
Harry Ellerbe,"The Wild Wild West, House of Usher, The Outer Limits, One Step Beyond, ",7
Yvonne Elliman,"Jesus Christ Superstar, Sgt. Pepper's Lonely Hearts Club Band, WarGames, The Jackal, ",7.4
Chris Elliott,"Moulin Rouge!, Eye of the Beholder, The Avengers, ",6.533333333
Peter Elliott,"Born and Bred, Armchair Thriller, The Tomorrow People, Chocky's Challenge, ",3.9
Ramey Ellis,"Uncle Buck, Perfect, ",4.5
Xabier Elorriaga,"Thesis, VictÃ²ria! La gran aventura d'un poble, To an Unknown God, ",7.4
Ethan Embry,"Timeline, That Thing You Do!, Sweet Home Alabama, Empire Records, ",6.275
David Emge,"Basket Case 2, Dawn of the Dead, Hellmaster, The Booby Hatch, ",7.9
Daniel Emilfork,"The City of Lost Children, La belle captive, ChÃ©ri-Bibi, Subversion, ",7.6
Cliff Emmich,"Halloween II, Mousehunt, Inspector Gadget, Marilyn Hotchkiss' Ballroom Dancing & Charm School, ",6.2
Audie England,"Ice, Delta of Venus, Free Enterprise, Mortal Kombat: Conquest, ",4.6
Chris Enright,"Metalman, Mary Jane's Not a Virgin Anymore, Swingers' Serenade, Pillow Talk, ",5.7
Julie Entwisle,"The Night Flier, In & Out, ",6
Estelle Eonnet,"Jefferson in Paris, ",5.7
Richard Erdman,"Objective, Burma!, Stalag 17, Cry Danger, Tora! Tora! Tora!, ",4.7
Julius Erving,"Philadelphia, The Fish That Saved Pittsburgh, Time Trax, ",5.4
John Erwin,"Babe, He-Man and the Masters of the Universe, Back to the Future Part II, He-Man and She-Ra: The Secret of the Sword, ",7.2
Anais Evans,"Nightwatch, ",6.2
Art Evans,"Die Hard 2, Interstate 60: Episodes of the Road, Fright Night, Ruthless People, ",6.35
Chris Evans,,5.7
Edith Evans,"The Chalk Garden, Tom Jones, The Whisperers, The Nun's Story, ",7.6
Jon Evans,"Song of the Loon, The Limping Man, Vixen!, ",5.7
Lee Evans,"Salute, Fists of Freedom: The Story of the '68 Summer Games, ",6.4
Maurice Evans,"Planet of the Apes, Beneath the Planet of the Apes, Rosemary's Baby, The Jerk, ",6.575
Nancy Everhard,"The Punisher, Another 48 Hrs., The Untouchables, JAG, ",5.3
Rex Everhart,"Superman, Beauty and the Beast, Friday the 13th, The Seven-Ups, ",8
Corinna Everson,"Double Impact, Lois & Clark: The New Adventures of Superman, Ballistic, Natural Born Killers, ",5.6
Greg Evigan,"A Year at the Top, B.J. and the Bear, DeepStar Six, Headspace, ",5.3
Pat Evison,"Caddie, Starstruck, The Flying Doctors, Tim, ",6.4
Rosamund Kwan,"Armour of God, The Millionaires' Express, This Thing Called Love, The Head Hunter, ",6.8
Maynard Eziashi,"The Contract, Ace Ventura: When Nature Calls, Mister Johnson, Performance, ",6.4
Myrna Fahey,"Zorro, House of Usher, The Time Tunnel, Hawaiian Eye, ",7
J.W. Fails,"No Retreat, No Surrender, For Keeps?, 21 Jump Street, Vendetta, ",5.7
Eduardo Fajardo,"Django, Los gozos y las sombras, Don Quijote de la Mancha, Maniac Mansion, ",5.1
Jeffrey Falcon,"Outlaw Brothers, La kai tie mu, Six-String Samurai, Long feng zei zhuo zei, ",6.7
Lisanne Falk,"Shattered Image, Heathers, Less Than Zero, Night on Earth, ",7.466666667
Sergio Fantoni,"Esther and the King, Von Ryan's Express, Once Upon a Time in America, Charlemagne, ",6
Stephanie Faracy,"Sideways, The Great Outdoors, ",6.7
James Farentino,"The Pad and How to Use It, Bulletproof, Jesus of Nazareth, The Final Countdown, ",6.633333333
Antonio Fargas,"Shaft, Foxy Brown, I'm Gonna Git You Sucka, Firestarter, ",5.6
Linda Faye Farkas,"The Age of Innocence, ",7.2
Bill Farmer,,6.8
Sharon Farrell,"Lone Wolf McQuade, Arcade, Night of the Comet, Can't Buy Me Love, ",6.4
Amir Farrokh Hashemian,"Children of Heaven, ",8.3
Jon Favreau,"Iron Man, Swingers, ",6.975
Alice Faye,"Hello, Frisco, Hello, Rose of Washington Square, Fallen Angel, Stowaway, ",6.9
Feather,"Coming to America, ",7
Birgitte Federspiel,"Babette's Feast, The Musketeers, En fremmed banker pÃ¥, Kat, ",7.8
HansjÃ¶rg Felmy,"Tatort, The Buddenbrooks, Torn Curtain, Wir Wunderkinder, ",6.7
Verna Felton,"Cinderella, Sleeping Beauty, The Jungle Book, Alice in Wonderland, ",7.266666667
Simon Fenton,"The Power of One, Tom's Midnight Garden, The Wonderful World of Disney, Matinee, ",6.8
Lynn Ferguson,"No Angels, Chicken Run, Chicken Run, ",7
Jason Ferraro,"Search and Destroy, The Naked Brothers Band: The Movie, ",5.5
Louis Ferreira,"Shooter, Saw IV, ",5.7
Tyra Ferrell,"The Exorcist III, Poetic Justice, Boyz n the Hood, White Men Can't Jump, ",6.8
Gabriele Ferzetti,"The Night Porter, L'Avventura, On Her Majesty's Secret Service, Once Upon a Time in the West, ",6.7
Debra Feuer,"Night Angel, Miami Vice, Moment by Moment, To Live and Die in L.A., ",7.3
John Fiedler,"Pecker, Copycat, Serial Mom, Simply Irresistible, ",8.5
Todd Field,"Little Children, Ruby in Paradise, Eyes Wide Shut, In the Bedroom, ",7.266666667
Hugh O. Fields,"Curse of the Queerwolf, A Polish Vampire in Burbank, Deathrow Gameshow, ",5
Tony Fields,"Dream a Little Dream, Summer School, Trick or Treat, Dance Academy, ",5.8
Jon Finch,,7.4
Mark Finch,"Frisk, The Media Show, The Living End, ",6.5
Frank Finlay,"Othello, Lifeforce, The Pianist, The Three Musketeers, ",6.4
Daren Firestone,"Scenes from a Mall, ",5.4
Kai Fischer,"Crazy, Tatort, ",6.7
Barry Fitzgerald,"The Quiet Man, Bringing Up Baby, And Then There Were None, Going My Way, ",7.1
Geraldine Fitzgerald,"Wuthering Heights, Dark Victory, The Mango Tree, Three Strangers, ",5.78
Leo Fitzpatrick,"Serendipity, Bully, Kids, Bubble Boy, ",7.1
Paul Fix,"To Kill a Mockingbird, El Dorado, Giant, Red River, ",7
Lanny Flaherty,"Signs, Book of Shadows: Blair Witch 2, Miller's Crossing, ",6.2
Ed Flanders,"St. Elsewhere, The Ninth Configuration, Harry S. Truman: Plain Speaking, The Exorcist III, ",6.3
James Fleet,"The Vicar of Dibley, The Phantom of the Opera, Sense and Sensibility, Four Weddings and a Funeral, ",7.3
Susan Fleetwood,"Department S, Young Sherlock Holmes, The Krays, Clash of the Titans, ",8.1
Charles Fleischer,"Back to the Future Part II, Who Framed Roger Rabbit, Zodiac, A Nightmare on Elm Street, ",7.554545455
Noah Fleiss,"Joe the King, Brick, Josh and S.A.M., ",5.7
Rhonda Fleming,,7.2
Suzanne Flon,"One Deadly Summer, The Train, Moulin Rouge, The Flower of Evil, ",7.8
Darlanne Fluegel,"Lock Up, To Live and Die in L.A., Once Upon a Time in America, Running Scared, ",5.1
Joe Flynn,"Two Weeks Notice, One True Thing, Deception, ",6.9
Miriam Flynn,"Vegas Vacation, National Lampoon's Vacation, Babe, National Lampoon's Christmas Vacation, ",5.9
Spyros Fokas,"Rocco and His Brothers, Zorro in the Court of England, Rambo III, The Jewel of the Nile, ",6.1
Jeremy Foley,"Caitlin's Way, Dante's Peak, ",5.9
Patrick Fontana,"La Femme Nikita, The Big Blue, Exit, The Red Siren, ",7.3
Clebert Ford,"K-PAX, Ghost Dog: The Way of the Samurai, Malcolm X, New Jack City, ",7.7
Wallace Ford,"Harvey, Spellbound, Freaks, A Patch of Blue, ",8
Ken Foree,"Dawn of the Dead, The Devil's Rejects, Halloween, ",6.26
Deborah Foreman,,6.333333333
David Forman,"Greaser's Palace, Pound, ",6.8
VerÃ³nica ForquÃ©,"Kika, Going Down in Morocco, Why Do They Call It Love When They Mean Sex?, Eva y AdÃ¡n, agencia matrimonial, ",6.1
David Forrester,"The Night Flier, Children of Dune, Tales from the Darkside: The Movie, The Langoliers, ",6.3
Nick Apollo Forte,"The Ellen Burstyn Show, Broadway Danny Rose, The Tonight Show Starring Johnny Carson, ",7.4
Laurie Fortier,"CSI: NY, To Gillian on Her 37th Birthday, ",5.8
Brigitte Fossey,"The Wanderer, Closet Children, Quintet, The Man Who Loved Women, ",8.1
Barry Foster,,7.4
Frances Foster,"The Juror, Clockers, Malcolm X, Enemy Territory, ",6.3
Preston Foster,"The Last Innocent Man, ",7.5
Giorgos Foundas,"The Shepherdess' Lover, The Asphalt Fever, Black Soil, With a Sparkle in the Eyes, ",7.3
Almeda Fowler,"Carolina, Party Girl, Damaged Lives, Fifteen Wives, ",4.2
Shea Fowler,"Wishbone, Kaleidoscope, Bottle Rocket, Sons of Thunder, ",7
James Fox,,6.433333333
